
M'sia(开VPN),#genre#
东森幼幼台,http://60.251.59.179:8506/xoxo.m3u8
TVBS,http://60.251.59.179:8512/xoxo.m3u8#http://60.251.59.179:8510/xoxo.m3u8#rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c90?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
TVBS新闻台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/tvbsnews.m3u8#http://60.251.59.179:8513/xoxo.m3u8#http://125.227.210.55:16329/VideoInput/play.ts#rtmp://59.124.75.1530:1935/sat/tv551
TVBS欢乐台,http://60.251.59.179:8520/xoxo.m3u8#rtmp://59.124.75.153/sat/tv421#http://198.16.106.62:8278/tvbsgbk_twn/playlist.m3u8
三立综合台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d28?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
三立财经新闻台,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
三立新闻台,http://125.227.210.55:15589/VideoInput/play.ts
三立戏剧,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d30?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
三立台湾台,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立台湾台,http://125.227.210.55:15714/VideoInput/play.ts
三立都会台,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
壹电视新闻台,http://stream.nexttv.com.tw/n001/hd/live.m3u8#http://xiaojun.cyou/7108live/iptv/clas3.php?key=059d3a365af752e5758ce677fba8c917&ip=114.46.80.110&id=34&p=0
年代新闻台,http://125.227.210.37:11055/VideoInput/play.ts#http://107.167.5.66:80/mylive/102/2050/index.m3u8
非凡新闻台,http://125.227.210.37:15078/VideoInput/play.ts#http://107.167.5.66:80/mylive/102/2058/index.m3u8
纬来综合台 ★,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
纬来精采 ★,http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
纬来戏剧台 ★,http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
纬来电影台,http://60.251.59.179:8543/xoxo.m3u8#rtmp://202.39.64.233/channel/60b4e50239e1b02e8b910c8c?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
纬来体育台,http://125.227.210.55:18358/VideoInput/play.ts
纬来体育台,rtmp://59.124.75.153/sat/tv721
纬来体育台,rtmp://59.124.75.153:1935/sat/tv721
纬来日本台,rtmp://59.124.75.153:1935/sat/tv521
緯來育樂,rtmp://59.124.75.153/sat/tv701
緯來育樂,rtmp://59.124.75.153:1935/sat/tv701
卫视电影台,http://103.47.132.164/PLTV/88888888/224/3221227147/index.m3u8
卫视电影台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c88?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
卫视卡式台,http://93.190.139.35:8278/streams/d/Weishilegend/playlist.m3u8
卫视洋片台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d20?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
大愛1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
DaAi,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
龙祥时代,rtmp://202.39.64.233/channel/60c2474a961593122ebaf7b5?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
爱尔达体育3,rtmp://161.202.204.248/sat/md051
爱尔达综合,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
爱尔达影剧,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
FOX體育,rtmp://59.124.75.153:1935/sat/tv731
FOX2體育,rtmp://59.124.75.153/sat/tv741
FOX HD,http://198.16.106.62:8278/streams/d/foxhd_zero/playlist.m3u8
FOX犯罪電影,http://198.16.106.62:8278/streams/d/foxcrime_zero/playlist.m3u8
FOX犯罪電影,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d32?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
FOX動作電影,http://198.16.106.62:8278/streams/d/foxaction_zero/playlist.m3u8
FOX動作電影,rtmp://118.163.221.79/channel/60c2f6ca961593122ebaf8dc?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
FOX家庭電影,http://198.16.106.62:8278/streams/d/foxfamily_zero/playlist.m3u8
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
BBC lifestyle,http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
EVE,http://198.16.106.62:8278/streams/d/eve_zero/playlist.m3u8
SLEVEN2,http://198.16.106.62:8278/streams/d/luxetv_zero/playlist.m3u8
Nick,http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
Nick JR,http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Babytv,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Cbeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
Disneyxd,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disneyjr,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
HBO,http://198.16.106.62:8278/sundance_twn/playlist.m3u8?tid=M200000000000519104841&ct=18639&tsum=c5edc8fc8db4672fc2f3f7111c99ec7b
HBO家庭,rtmp://220.130.33.19/channel/60b4e50239e1b02e8b910caa?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
TLC旅遊生活,http://198.16.106.62:8278/streams/d/tlcasia_zero/playlist.m3u8
韩国娱乐台,http://93.190.139.36:8278/streams/d/chcaction/playlist.m3u8
国家地理,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d22?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
星卫电影台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d36?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
星卫电影台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d36?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
龍華電影,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d4c?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
好莱坞电影,,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c92?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
CINEMAX电影,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c96?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
CRIME INVSTIGATION,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d34?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
WAKU日本,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d38?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
HakkaTV,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d40?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
龙华偶像,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d48?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
靖天映画,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d54?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
WBtv,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910d68?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
霹雳台湾台,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c72?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
JET综合,rtmp://220.130.33.33/channel/60b4e50239e1b02e8b910c74?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
AXN,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c9c?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D



📺台灣電視,#genre#
民視,rtmp://59.124.75.153/sat/tv051
台視,rtmp://59.124.75.153/sat/tv071
中視,rtmp://59.124.75.153/sat/tv091
華視,rtmp://59.124.75.153/sat/tv111
TVBS新聞,rtmp://59.124.75.153/sat/tv551
TVBS歡樂,rtmp://59.124.75.153/sat/tv421
東森財經新聞,rtmp://59.124.75.153/sat/tv571
緯來日本,rtmp://59.124.75.153/sat/tv521
緯來育樂,rtmp://59.124.75.153/sat/tv701
緯來體育,rtmp://59.124.75.153/sat/tv721
ELEVEN1,rtmp://59.124.75.153/sat/tv731
ELEVEN2,rtmp://59.124.75.153/sat/tv741
東森超視,rtmp://59.124.75.153/sat/tv771
MOMO綜合,rtmp://59.124.75.153/sat/tv761
ELTA體育1,rtmp://59.124.75.153/sat/md011
博斯魅力,rtmp://59.124.75.153/sat/md021
博斯網球,rtmp://59.124.75.153/sat/md031
ELTA奧運1,rtmp://59.124.75.153/sat/md041
博斯運動II,rtmp://59.124.75.153/sat/md051
民視,rtmp://161.202.204.248/sat/tv051
台視,rtmp://161.202.204.248/sat/tv071
中視,rtmp://161.202.204.248/sat/tv091
華視,rtmp://161.202.204.248/sat/tv111
TVBS新聞,rtmp://161.202.204.248/sat/tv551
TVBS歡樂,rtmp://161.202.204.248/sat/tv421
東森財經新聞,rtmp://161.202.204.248/sat/tv571
緯來日本,rtmp://161.202.204.248/sat/tv521
緯來育樂,rtmp://161.202.204.248/sat/tv701
緯來體育,rtmp://161.202.204.248/sat/tv721
ELEVEN1,rtmp://161.202.204.248/sat/tv731
ELEVEN2,rtmp://161.202.204.248/sat/tv741
東森超視,rtmp://161.202.204.248/sat/tv771
MOMO綜合,rtmp://161.202.204.248/sat/tv761
ELTA體育1,rtmp://161.202.204.248/sat/md011
博斯魅力,rtmp://161.202.204.248/sat/md021
博斯網球,rtmp://161.202.204.248/sat/md031
ELTA奧運1,rtmp://161.202.204.248/sat/md041
博斯運動II,rtmp://161.202.204.248/sat/md051
三立台灣,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立都會,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
ELTA影劇,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
ELTA綜合,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
ELTA體育3,http://198.16.106.62:8278/streams/d/eltasport3_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
ELEVEN2,http://198.16.106.62:8278/streams/d/luxetv_zero/playlist.m3u8
緯來綜合,http://198.16.106.62:8278/streams/d/videolandzonghe_zero/playlist.m3u8
緯來戲劇,http://198.16.106.62:8278/streams/d/videolandxiju_zero/playlist.m3u8
緯來精彩,http://198.16.106.62:8278/streams/d/videolandspecial_zero/playlist.m3u8
緯來電影,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8
緯來日本,http://198.16.106.62:8278/streams/d/videolandjapan_zero/playlist.m3u8
緯來體育,http://198.16.106.62:8278/streams/d/videolandsport_zero/playlist.m3u8
三立新聞,http://198.16.106.62:8278/streams/d/sanlinews_zero/playlist.m3u8
三立台灣,http://198.16.106.62:8278/streams/d/sanlitaiwan/playlist.m3u8
民視台灣,http://198.16.106.62:8278/streams/d/ftvtaiwan_twn/playlist.m3u8
民視,http://198.16.106.62:8278/streams/d/ftvhd_taiwan/playlist.m3u8
中天綜合,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
TVBS,http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8
TVBS歡樂,http://198.16.106.62:8278/streams/d/tvbsgbk_twn/playlist.m3u8
TVBS新聞,http://198.16.106.62:8278/streams/d/tvbs_n/playlist.m3u8
中天綜合,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8
民視,http://198.16.106.62:8278/streams/d/ftvhd_taiwan/playlist.m3u8
HBO,http://198.16.106.62:8278/streams/d/sundance_twn/playlist.m3u8
中天綜合,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
HBO原創鉅獻,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
EVE頻道,http://198.16.106.62:8278/streams/d/eve_zero/playlist.m3u8
FOX頻道,http://198.16.106.62:8278/streams/d/foxhd_zero/playlist.m3u8
FOX家庭電影,http://198.16.106.62:8278/streams/d/foxfamily_zero/playlist.m3u8
FOX動作電影,http://198.16.106.62:8278/streams/d/foxaction_zero/playlist.m3u8
FOX犯罪電影,http://198.16.106.62:8278/streams/d/foxcrime_zero/playlist.m3u8
國家地理悠人,http://198.16.106.62:8278/streams/d/natgeopeople_zero/playlist.m3u8
BBC自然知性,http://198.16.106.62:8278/streams/d/bbcearthhd_zero/playlist.m3u8
BBC生活風格,http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
天映經典,http://50.7.161.82:8278/Celestial2/playlist.m3u8?tid=m02000000000010416484&ct=17955&tsum=cd7dbff483b639f549b95320c78a1f3b#http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映頻道,http://50.7.161.82:8278/Celestial/playlist.m3u8?tid=m02000000000014496578&ct=17956&tsum=808f037499700f0538f13ea983dce703#http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
TVB翡翠,http://198.16.106.62:8278/streams/d/Wlt/playlist.m3u8
TVB無線新聞,http://198.16.106.62:8278/streams/d/inews_twn/playlist.m3u8
TVB有線新聞,http://198.16.106.62:8278/streams/d/hkcnews_twn/playlist.m3u8
ViuTVsix,http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
ONe,http://93.190.139.35:8278/streams/d/One/playlist.m3u8
衛視電影,http://93.190.139.35:8278/streams/d/Weishimovie/playlist.m3u8
衛視卡式,http://93.190.139.35:8278/streams/d/Weishilegend/playlist.m3u8
Thrill,http://93.190.139.35:8278/streams/d/Thrill/playlist.m3u8#http://45.126.83.51/qwr9ew/s/s34/index.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
美麗人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
MOMO綜合,http://58.99.33.16:1935/liveedge17/live_075_3.stream/chunklist.m3u8
海豚綜合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
NHK,http://58.99.33.16:1935/liveedge17/live_108_3.stream/chunklist.m3u8
智林體育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
法國24電視,http://58.99.33.16:1935/liveedge17/live_156_3.stream/chunklist.m3u8
TV5MONDE,http://58.99.33.16:1935/liveedge17/live_157_3.stream/chunklist.m3u8
阿里郎電視,http://58.99.33.16:1935/liveedge17/live_158_3.stream/chunklist.m3u8
寰宇新聞,http://58.99.33.16:1935/liveedge17/live_163_3.stream/chunklist.m3u8
亞洲旅遊,http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8
博斯運動II,http://58.99.33.16:1935/liveedge17/live_244_3.stream/chunklist.m3u8
大愛,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
壹新聞,http://stream.nexttv.com.tw/n001/hd/live.m3u8#http://stream.nexttv.com.tw/n001/playlist.m3u8
民視新聞,http://210.61.56.23/hls/ftvtv/index.m3u8
民視新聞,https://1.mms.vlog.xuite.net/hls/ftvtv/index.m3u8#https://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8#http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8?fluxustv.m3u8
TVBS新聞,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
東森財經新聞,http://seb.sason.top/sc/dscjxw_fhd.m3u8
東森新聞,http://seb.sason.top/sc/dsxw_fhd.m3u8
華視新聞資訊,http://seb.sason.top/sc/hsxw_fhd.m3u8
民視新聞,http://seb.sason.top/sc/msxw_fhd.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8
中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8
民視,http://seb.sason.top/ptv/ftv.php?id=ms
民視第一,http://seb.sason.top/ptv/ftv.php?id=dy
民視台灣,http://seb.sason.top/ptv/ftv.php?id=tw
民視綜藝,http://seb.sason.top/ptv/ftv.php?id=zy
民視旅遊,http://seb.sason.top/ptv/ftv.php?id=ly
民視影劇,http://seb.sason.top/ptv/ftv.php?id=yj
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
中視,http://185.207.176.189:8080/channels/tw-100/playlist.m3u8
中視新聞,http://185.207.176.189:8080/channels/tw-101/playlist.m3u8
中視經典,http://185.207.176.189:8080/channels/tw-102/playlist.m3u8
中視菁采,http://185.207.176.189:8080/channels/tw-103/playlist.m3u8
華視,http://185.207.176.189:8080/channels/tw-501/playlist.m3u8
華視教育體育文化,http://185.207.176.189:8080/channels/tw-502/playlist.m3u8
華視新聞資訊,http://185.207.176.189:8080/channels/tw-503/playlist.m3u8  
國會頻道1,http://185.207.176.189:8080/channels/tw-504/playlist.m3u8
國會頻道2,http://185.207.176.189:8080/channels/tw-505/playlist.m3u8
民視,http://185.207.176.189:8080/channels/tw-300/playlist.m3u8id=ms
民視第一,http://185.207.176.189:8080/channels/tw-301/playlist.m3u8
民視新聞,http://185.207.176.189:8080/channels/tw-302/playlist.m3u8
民視台灣,http://185.207.176.189:8080/channels/tw-304/playlist.m3u8
公視,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
公視2,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS2.m3u8
寰宇新聞,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/hyxw.m3u8
國會頻道1,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/parliamentarytv1.m3u8
國會頻道2,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/parliamentarytv2.m3u8
TVBS新聞,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/tvbsnews.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
唯心衛視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
孝廉電視,http://cdn257.ccdntech.com/live-http/_definst_/vod257_Live/live/playlist.m3u8
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
NHK華語,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8

國家地理,http://60.251.59.179:8502/xoxo.m3u8
TLC旅游生活,http://60.251.59.179:8504/xoxo.m3u8
東森幼幼,http://60.251.59.179:8506/xoxo.m3u8
國家地理,http://60.251.59.179:8502/xoxo.m3u8
TVBS,http://60.251.59.179:8510/xoxo.m3u8
動物星球,http://60.251.59.179:8503/xoxo.m3u8
國家地理,http://60.251.59.179:8502/xoxo.m3u8
TLC旅游生活,http://60.251.59.179:8504/xoxo.m3u8
東森幼幼,http://60.251.59.179:8506/xoxo.m3u8
CNN,http://60.251.59.179:8511/xoxo.m3u8
TVBS,http://60.251.59.179:8512/xoxo.m3u8
TVBS新聞,http://60.251.59.179:8513/xoxo.m3u8
東森新聞,http://60.251.59.179:8514/xoxo.m3u8
中天新聞,http://60.251.59.179:8515/xoxo.m3u8
東森財經新聞,http://60.251.59.179:8517/xoxo.m3u8
東森戲劇,http://60.251.59.179:8519/xoxo.m3u8
東森綜合,http://60.251.59.179:8518/xoxo.m3u8
TVBS歡樂,http://60.251.59.179:8520/xoxo.m3u8
衛視中文,http://60.251.59.179:8521/xoxo.m3u8
衛視中文,http://60.251.59.179:8522/xoxo.m3u8
東風37,http://60.251.59.179:8527/xoxo.m3u8
衛視電影,http://60.251.59.179:8529/xoxo.m3u8
FOX電影,http://60.251.59.179:8530/xoxo.m3u8
FOX電影,http://60.251.59.179:8530/xoxo.m3u8
衛視電影,http://60.251.59.179:8532/xoxo.m3u8
東森新聞,http://60.251.59.179:8534/xoxo.m3u8
衛視電影,http://60.251.59.179:8545/xoxo.m3u8
緯來電影,http://60.251.59.179:8543/xoxo.m3u8
FOX電影,http://60.251.59.179:8547/xoxo.m3u8
TVBS新聞,http://60.251.59.179:8513/xoxo.m3u8
國家地理,http://60.251.59.179:8502/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TLC旅游生活,http://60.251.59.179:8504/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森幼幼,http://60.251.59.179:8506/http/192.168.77.7:8088/hls/104/startwest89.m3u8
國家地理,http://60.251.59.179:8502/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TVBS,http://60.251.59.179:8510/http/192.168.77.7:8088/hls/104/startwest89.m3u8
動物星球,http://60.251.59.179:8503/http/192.168.77.7:8088/hls/104/startwest89.m3u8
國家地理,http://60.251.59.179:8502/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TLC旅游生活,http://60.251.59.179:8504/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森幼幼,http://60.251.59.179:8506/http/192.168.77.7:8088/hls/104/startwest89.m3u8
CNN,http://60.251.59.179:8511/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TVBS,http://60.251.59.179:8512/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TVBS新聞,http://60.251.59.179:8513/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森新聞,http://60.251.59.179:8514/http/192.168.77.7:8088/hls/104/startwest89.m3u8
中天新聞,http://60.251.59.179:8515/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森財經新聞,http://60.251.59.179:8517/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森戲劇,http://60.251.59.179:8519/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森綜合,http://60.251.59.179:8518/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TVBS歡樂,http://60.251.59.179:8520/http/192.168.77.7:8088/hls/104/startwest89.m3u8
衛視中文,http://60.251.59.179:8521/http/192.168.77.7:8088/hls/104/startwest89.m3u8
衛視中文,http://60.251.59.179:8522/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東風37,http://60.251.59.179:8527/http/192.168.77.7:8088/hls/104/startwest89.m3u8
衛視電影,http://60.251.59.179:8529/http/192.168.77.7:8088/hls/104/startwest89.m3u8
FOX電影,http://60.251.59.179:8530/http/192.168.77.7:8088/hls/104/startwest89.m3u8
衛視電影,http://60.251.59.179:8532/http/192.168.77.7:8088/hls/104/startwest89.m3u8
東森新聞,http://60.251.59.179:8534/http/192.168.77.7:8088/hls/104/startwest89.m3u8
衛視電影,http://60.251.59.179:8545/http/192.168.77.7:8088/hls/104/startwest89.m3u8
緯來電影,http://60.251.59.179:8543/http/192.168.77.7:8088/hls/104/startwest89.m3u8
FOX電影,http://60.251.59.179:8547/http/192.168.77.7:8088/hls/104/startwest89.m3u8
TVBS新聞,http://60.251.59.179:8513/http/192.168.77.7:8088/hls/104/startwest89.m3u8

HBO,http://125.227.210.37:16027/VideoInput/play.ts
東森洋片,http://125.227.210.37:18685/VideoInput/play.ts
CN卡通,http://125.227.210.37:16671/VideoInput/play.ts
年代新聞,http://125.227.210.37:11055/VideoInput/play.ts
非凡新聞,http://125.227.210.37:15078/VideoInput/play.ts
緯來體育,http://125.227.210.37:18358/VideoInput/play.ts
FX,http://125.227.210.37:13498/VideoInput/play.ts
東森戲劇,http://125.227.210.37:17524/VideoInput/play.ts
三立新聞,http://125.227.210.37:15589/VideoInput/play.ts
國家地理,http://125.227.210.37:16408/VideoInput/play.ts
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
東森戲劇,http://125.227.210.37:17524/VideoInput/play.ts
台視綜合,rtmp://202.39.64.233/channel/60b4e50239e1b02e8b910c4a?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
台視財經,rtmp://202.39.64.233/channel/60b4e50239e1b02e8b910c48?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
龍祥時代電影,rtmp://202.39.64.233/channel/60c2474a961593122ebaf7b5?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
私人影院,rtmp://118.163.221.79/channel/60b4e50239e1b02e8b910d7a?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
Thrill,rtmp://118.163.221.79/channel/60c30d59961593122ebaf8e6?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
光影歐洲,rtmp://118.163.221.79/channel/60c2f712961593122ebaf8de?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
TVB翡翠,http://43.129.29.150:84/pls/tv/TVBfct/043eaead2b0c1e321aa952b4fd606f65.flv
中天新聞,http://43.129.29.150:84/pls/tv/ztxwt/043eaead2b0c1e321aa952b4fd606f65.flv
三立新聞,http://43.129.29.150:84/pls/tv/slxwt/043eaead2b0c1e321aa952b4fd606f65.flv
TVBS新聞,http://43.129.29.150:84/pls/tv/tvbsxwt/043eaead2b0c1e321aa952b4fd606f65.flv
東森新聞,http://43.129.29.150:84/pls/tv/dsxwt/043eaead2b0c1e321aa952b4fd606f65.flv
民視新聞,http://43.129.29.150:84/pls/tv/msxwt/043eaead2b0c1e321aa952b4fd606f65.flv
台視新聞,http://43.129.29.150:84/pls/tv/tsxwt/043eaead2b0c1e321aa952b4fd606f65.flv
中視新聞,http://43.129.29.150:84/pls/tv/zsxwt/043eaead2b0c1e321aa952b4fd606f65.flv
華視新聞資訊,http://43.129.29.150:84/pls/tv/hsxwt/043eaead2b0c1e321aa952b4fd606f65.flv
寰宇新聞,http://43.129.29.150:84/pls/tv/hyxwt/043eaead2b0c1e321aa952b4fd606f65.flv
民視第一,http://43.129.29.150:84/pls/tv/msdyt/%2FY2ZKNR%2B%2FSvXUmO6MZRxsbQAKWtruc3ZZ%2BZW9CpOX9QPx88diFUVEXllFVgUdoJc.flv
民視台灣,http://43.129.29.150:84/pls/tv/mstwt/%2FY2ZKNR%2B%2FSvXUmO6MZRxsbQAKWtruc3ZZ%2BZW9CpOX9QPx88diFUVEXllFVgUdoJc.flv




